alienacao_fiduciaria;avaliacao;bairro;categorias;cidade;construida;data;descricao;endereco;forma_pagamento;lance_inicial;lance_minimo;leilao;local_leilao;local_lote;lote;privativa;terreno;tipo;titulo;url;vistoria
;-;CENTRO;Categorias:Imóveis;ITABORAI / RJ;-;"Data:08/01/2018 -  10:00h";Itaborai-RJ. Centro. Rua Dr. Pereira dos Santos, 107. Cond. Monet  Corporate. Sala Comercial 416 (4º pav.).  Área priv. 22,00m². Matr. 45.808  do RI local. Obs.: Desocupado - Chaves na Ag. 1948/ITABORAI-CTO - tel.(21) 2635-2007. Lance mínimo: R$ 52.000,00.;RUA DR. PEREIRA DOS SANTOS, 107;À vista, parcelado (consulte condições de venda).;R$ 52.000;R$  52.000;Leilão:15122- BANCO BRADESCO S.A;-;Local do lote: RUA DR. PEREIRA DOS SANTOS, 107;Lote:005 - (23404);22 m²;-;Sala comercial;15122 - 005 - Sala comercial (Desocupado)  - CENTRO - ITABORAI - RJ;http://www.sodresantoro.com.br/leilao/15122/lote/1776359/segmento/imoveis/pagina/1/;23404
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;-;LTO. PITANGUINHA;Categorias:Imóveis;PITANGA / PR;400 m²;"Data:08/01/2018 -  10:00h";R E T I R A D O;RUA JOSÉ SCHAVAREN, LT 7B DA QD. 02;-;R$ 0;R$  0;Leilão:15122- BANCO BRADESCO S.A;-;Local do lote: RUA JOSÉ SCHAVAREN, LT 7B DA QD. 02;Lote:007 - (22588);-;600 m²;Casa;15122 - 007 - Casa - LTO. PITANGUINHA - PITANGA - PR;http://www.sodresantoro.com.br/leilao/15122/lote/1776361/segmento/imoveis/pagina/1/;22588
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;MIRIM;Categorias:Imóveis;PRAIA GRANDE / SP;-;"Data:11/01/2018 - 14:00h";"1ª Leilão na forma da Lei 9.514/97. Praia Grande/SP. Bairro Mirim. Avenida Presidente Castelo Branco, 9.127. Conjunto  Balneário Costa do Sol. Bloco E. Ap. 101 (10º andar) c/ 1 vaga degaragem indeterminada (c/ aux. manobrista). Área priv. 69,37m².  Matr. 160.821 do RI local. Obs.: Consta ação revisional, processo  nº 1015935-97.2017.8.26.0477 em trâmite na 2ª Vara Cível da  Comarca de Praia Grande - SP. O Vendedor responde pelo  resultado da ação, de acordo com os critérios e limites  estabelecidos nas Condições de Venda dos Imóveis constantes  do edital. Ocupado. (AF).    	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 481.782,82  2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 223.971,70 (caso  não seja arrematado no 1º leilão).";AVENIDA PRESIDENTE CASTELO BRANCO, 9.127. CONJUNTO BALNEÁRIO COS;À vista;R$ 481.782,82;R$  481.783;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: AVENIDA PRESIDENTE CASTELO BRANCO, 9.127. CONJUNTO BALNEÁRIO COS;Lote:014 - (24107);69 m²;-;Apartamento;15097 - 014 - Apartamento - MIRIM - PRAIA GRANDE - SP;http://www.sodresantoro.com.br/leilao/15097/lote/1779416/segmento/imoveis/pagina/2/;24107
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;RES. J. TEIXEIRA.;Categorias:Imóveis;PRAIA GRANDE / SP;-;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97. Praia Grande/SP. Bairro Res. J. Teixeira. Rua Doutor Vicente de Carvalho, 398.  Edifício Residencial J. Teixeira. Ap. 105 (cobertura duplex) c/ 2vagas de garagens de uso exclusivo nºs 59 e 66 (localizadas no  pav. térreo). Áreas priv's. 72,1900m² (duplex) e 19,7400m²  (garagem). Matr. 170.890 do RI local. Obs.: Ocupado. (AF).    	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 569.007,77  2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 626.708,06 (caso  não seja arrematado no 1º leilão).";RUA DOUTOR VICENTE DE CARVALHO, 398. EDIFÍCIO RESIDENCIAL J. TEI;À vista;R$ 569.007,77;R$  569.008;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RUA DOUTOR VICENTE DE CARVALHO, 398. EDIFÍCIO RESIDENCIAL J. TEI;Lote:013 - (24106);72 m²;-;Apartamento;15097 - 013 - Apartamento - RES. J. TEIXEIRA. - PRAIA GRANDE - SP;http://www.sodresantoro.com.br/leilao/15097/lote/1778926/segmento/imoveis/pagina/2/;24106
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;RENASCER;Categorias:Imóveis;COMODORO / MT;120 m²;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97. Comodoro/MT.  Bairro Renascer. Rua Belo Horizonte, lt. 16 da qd. 5. Casa. Áreas totais: terr. 450,00m² e constr. estimada no local 120,00m². Matr.2.856 do 1º RI local. Obs.: Construção pendente de averbação.  Regularização e encargos perante os órgãos competentes,  correrão por conta do comprador. Ocupada (AF).     	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 263.313,55  2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 83.483,94 (caso  não seja arrematado no 1º leilão).";RUA BELO HORIZONTE, LT. 16 DA QD. 5.;À vista;R$ 263.313,55;R$  263.314;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RUA BELO HORIZONTE, LT. 16 DA QD. 5.;Lote:012 - (24105);-;450 m²;Casa;15097 - 012 - Casa - RENASCER - COMODORO - MT;http://www.sodresantoro.com.br/leilao/15097/lote/1778925/segmento/imoveis/pagina/2/;24105
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;VILA NOVA CACHOEIRINHA;Categorias:Imóveis;SÃO PAULO / SP;-;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97. São Paulo/SP. Bairro Vila Nova Cachoeirinha. Rua Pedro Osório Filho, 835. Edifício Radiante. Bloco  A. Ap. 24 (2º andar) c/ 1 vaga de garagem indeterminada (comauxílio de manobrista). Área priv. 55,29m². Matr. 67.660 do 3º RI  local. Obs.: Ocupado. (AF).    	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 337.704,97  2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 260.028,31 (caso  não seja arrematado no 1º leilão).";RUA PEDRO OSÓRIO FILHO, 835. EDIFÍCIO RADIANTE. BLOCO A. AP. 24;À vista;R$ 337.704,97;R$  337.705;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RUA PEDRO OSÓRIO FILHO, 835. EDIFÍCIO RADIANTE. BLOCO A. AP. 24;Lote:011 - (24104);55 m²;-;Apartamento;15097 - 011 - Apartamento - VILA NOVA CACHOEIRINHA - SÃO PAULO - SP;http://www.sodresantoro.com.br/leilao/15097/lote/1778924/segmento/imoveis/pagina/2/;24104
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;MORUMBI;Categorias:Imóveis;SÃO PAULO / SP;-;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97 - São Paulo/SP. Bairro Morumbi. Rua  Doutor José Carlos de Toledo Piza, 150. Edifício Collina Bella.  Condomínio Clublife Morumbi Collina. Bloco A. Ap. 61 (6º andar) c/ 1vaga de garagem indeterminada. Área priv. 70,00m². Matr. 409.396 do  11º RI local. Obs.: Ocupado. (AF).    	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 468.548,68 2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 317.184,45 (caso  não seja arrematado no 1º leilão).";RUA DOUTOR JOSÉ CARLOS DE TOLEDO PIZA, 150;À vista;R$ 468.548,68;R$  468.549;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RUA DOUTOR JOSÉ CARLOS DE TOLEDO PIZA, 150;Lote:010 - (24103);700 m²;-;Apartamento;15097 - 010 - Apartamento - MORUMBI - SÃO PAULO - SP;http://www.sodresantoro.com.br/leilao/15097/lote/1778055/segmento/imoveis/pagina/2/;24103
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;-;COVANCA;Categorias:Imóveis;SÃO GONÇALO / RJ;568 m²;"Data:08/01/2018 -  10:00h";São Gonçalo-RJ. Bairro Covanca. Rua Marechal Floriano Peixoto, 2.370  (consta no RI nº 2.372) lt. 01. Imóvel comercial/residencial. Áreas totais:  terr. 414,00m² e constr. estimada no local 568,00m² (consta no RI338,00m²). Matr. 37.770 do 2° RI local. Obs.: Regularização e encargos  perante os órgãos competentes da divergência das áreas de terreno e  construção que vierem a ser apuradas no local com as lançadas no  IPTU e averbadas no RI, bem como numeração predial e destinação da  utilização do imóvel comercial/residencial, correrão por conta do  comprador. Ocupado. (AF). Lance mínimo: R$ 275.000,00.;RUA MARECHAL FLORIANO PEIXOTO, 2.370;À vista, parcelado (consulte condições de venda).;R$ 275.000;R$  275.000;Leilão:15122- BANCO BRADESCO S.A;-;Local do lote: RUA MARECHAL FLORIANO PEIXOTO, 2.370;Lote:001 - (23329);-;414 m²;Comercial/Residencial;15122 - 001 - Comercial/Residencial - COVANCA - SÃO GONÇALO - RJ;http://www.sodresantoro.com.br/leilao/15122/lote/1776352/segmento/imoveis/pagina/1/;23329
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;CENTRO;Categorias:Imóveis;SANTA MARIA DA VITÓRIA / BA;-;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97 - Santa Maria da Vitória/BA.  Bairro Centro. Avenida Deputado Luís Eduardo Magalhães  (Travessa Posto Moura), quadra 101. Terreno c/ 420,00m². Matr.11.566 do RI local. Obs.: Regularização e encargos perante os  órgãos competentes de eventual atualização de logradouro no RI,  correrão por conta do comprador. Ocupado (AF).    	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 830.777,01 2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 83.700,00 (caso  não seja arrematado no 1º leilão).";AVENIDA DEPUTADO LUÍS EDUARDO MAGALHÃES (TRAVESSA POSTO MOURA),;À vista;R$ 830.777,01;R$  830.777;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: AVENIDA DEPUTADO LUÍS EDUARDO MAGALHÃES (TRAVESSA POSTO MOURA),;Lote:009 - (24102);-;420 m²;Terreno;15097 - 009 - Terreno - CENTRO - SANTA MARIA DA VITÓRIA - BA;http://www.sodresantoro.com.br/leilao/15097/lote/1777444/segmento/imoveis/pagina/2/;24102
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;ROYAL PARK RESIDENCE;Categorias:Imóveis;UBERLÂNDIA / MG;-;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97 - Uberlândia/MG. Bairro Royal Park Residence. Alameda Mar Vermelho, 230 (lt interno 27 da qd 07).  Loteamento Fechado Santa Paula Royal Park Residence. Terreno c/346,80m². Matr. 109.581 do 1º RI local. Obs.: Consta na Av. 3 da  referida matrícula que o imóvel se sujeita às restrições urbanísticas  e condições especiais de uso definidos no Código de Edificação  dos Lotes do Loteamento Fechado Santa Paula Royal Park  Residence. Numeração predial pendente de averbação no RI.  Regularização e encargos perante os órgãos competentes,  correrão por conta do comprador. Ocupada (AF).    	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 1.606.811,85 2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 990.540,45 (caso  não seja arrematado no 1º leilão).";ALAMEDA MAR VERMELHO, 230 (LT INTERNO 27 DA QD 07);À vista;R$ 1.606.811,85;R$  1.606.812;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: ALAMEDA MAR VERMELHO, 230 (LT INTERNO 27 DA QD 07);Lote:008 - (24101);-;346 m²;Terreno;15097 - 008 - Terreno - ROYAL PARK RESIDENCE - UBERLÂNDIA - MG;http://www.sodresantoro.com.br/leilao/15097/lote/1777417/segmento/imoveis/pagina/2/;24101
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;NOVO ELDORADO;Categorias:Imóveis;CONTAGEM / MG;-;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97 - Contagem/MG. Bairro Novo  Eldorado. Avenida João Augusto da Fonseca e Silva, nº 360, Ed. Jussara.  Ap. 202 c/ vaga de garagem descoberta indeterminada. Áreas priv's.52,63m² (Ap.) e 25,00m² (garagem). Matr. 20.432 do RI local. Obs.:  Eventuais débitos de condomínio ficarão a cargo do comprador.  Ocupada (AF).    	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 194.467,91 2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 96.884,57 (caso  não seja arrematado no 1º leilão).";AVENIDA JOÃO AUGUSTO DA FONSECA E SILVA, Nº 360, ED. JUSSARA. AP;À vista;R$ 194.467,91;R$  194.468;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: AVENIDA JOÃO AUGUSTO DA FONSECA E SILVA, Nº 360, ED. JUSSARA. AP;Lote:002 - (24091);52 m²;-;Apartamento;15097 - 002 - Apartamento - NOVO ELDORADO - CONTAGEM - MG;http://www.sodresantoro.com.br/leilao/15097/lote/1774047/segmento/imoveis/pagina/2/;24091
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;CENTRO;Categorias:Imóveis;IPIRÁ / BA;65 m²;"Data:11/01/2018 - 14:00h";1º Leilão na forma da Lei 9.514/97 - Ipirá/BA. Bairro Centro. Rua Cesar  Soares, 601. Casa. Áreas totais: terr. 108,00m² e constr. 65,00m². Matr. 22.008 do RI local. Obs.: Ocupada (AF).1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 123.300,00 2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 114.283,94 (caso  não seja arrematado no 1º leilão).;RUA CESAR SOARES, 601;À vista;R$ 123.300;R$  123.300;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RUA CESAR SOARES, 601;Lote:007 - (24100);-;108 m²;Casa;15097 - 007 - Casa - CENTRO - IPIRÁ - BA;http://www.sodresantoro.com.br/leilao/15097/lote/1777314/segmento/imoveis/pagina/2/;24100
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;GILBERTO MESTRINHO;Categorias:Imóveis;MANAUS / AM;89 m²;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97 - Manaus/AM. Bairro Gilberto  Mestrinho. Rua Leonora Armstrong, nº 181, Rua interna C. Condomínio  Residencial Villa Poupex. Casa 112 (da qd. C). Áreas totais: terr.200,04m² e constr. estimada no local 89,48m² (consta no RI 59,17 e  lançada no IPTU 97,81). Matr. 40.617 do 4º RI local. Obs.: Numeração  predial pendente de averbação. Regularização e encargos perante os  órgãos competentes da eventual divergência da área construída  que vier a ser apurada no local, com a lançada no IPTU e averbada  no RI, correrão por conta do comprador. Consta ação de  consignação em pagamento, processo nº 0640413- 25.2017.8.04.0001, em trâmite na 04ª Vara Cível e de Acidente do  Trabalho da Comarca de Manaus/AM. O Vendedor responde pelo  resultado da ação, de acordo com os critérios e limites  estabelecidos nas Condições de Venda dos Imóveis constantes  do edital. Ocupada (AF).    	  1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 249.124,60 2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 145.800,00  (caso não seja arrematado no 1º leilão).";RUA LEONORA ARMSTRONG, Nº 181, RUA INTERNA C. CONDOMÍNIO RESIDEN;À vista;R$ 249.124,60;R$  249.125;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RUA LEONORA ARMSTRONG, Nº 181, RUA INTERNA C. CONDOMÍNIO RESIDEN;Lote:001 - (24090);-;200 m²;Casa;15097 - 001 - Casa - GILBERTO MESTRINHO - MANAUS - AM;http://www.sodresantoro.com.br/leilao/15097/lote/1774046/segmento/imoveis/pagina/2/;24090
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;PITUBA;Categorias:Imóveis;SALVADOR / BA;-;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97 - Salvador/BA. Bairro Pituba.  Rua Minas Gerais, 383. Cond. Seven Residence. Ap. 1.403 (Duplex). Tipo G c/ 1 vaga de garagem coberta, do tipo B (comvaga acessório), 12/13, da G3. Área priv. 165,19m². Matr. 62.246  do 6º RI local. Obs.: Consta ação ordinária, processo nº 0518667- 66.2017.8.05.0001, em trâmite na 08ª Vara de Relações de  Consumo de Salvador/BA. O Vendedor responde pelo resultado da  ação, de acordo com os critérios e limites estabelecidos nas  Condições de Venda dos Imóveis constantes do edital. Ocupada  (AF).     	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 1.002.539,21 2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 537.000,00 (caso  não seja arrematado no 1º leilão).";RUA MINAS GERAIS, 383;À vista;R$ 1.002.539,21;R$  1.002.539;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RUA MINAS GERAIS, 383;Lote:006 - (24097);165 m²;-;Apartamento;15097 - 006 - Apartamento - PITUBA - SALVADOR - BA;http://www.sodresantoro.com.br/leilao/15097/lote/1776037/segmento/imoveis/pagina/2/;24097
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;MEIRELES;Categorias:Imóveis;FORTALEZA / CE;-;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97 - Fortaleza/CE. Bairro Meireles. Rua  Manuel Jacaré, nº 150, Ed. Adhara. Ap. 1.601 c/ 2 vagas de garagem com  mesma numeração do ap. (subsolo). Área priv. 147,19m². Matr. 35.218do 4º RI local. Obs.: Ocupada (AF).   	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 690.000,00 2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 414.000,00 (caso  não seja arrematado no 1º leilão).";RUA MANUEL JACARÉ, Nº 150, ED. ADHARA. AP. 1.601;À vista;R$ 690.000;R$  690.000;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RUA MANUEL JACARÉ, Nº 150, ED. ADHARA. AP. 1.601;Lote:005 - (24096);147 m²;-;Apartamento;15097 - 005 - Apartamento - MEIRELES - FORTALEZA - CE;http://www.sodresantoro.com.br/leilao/15097/lote/1776036/segmento/imoveis/pagina/2/;24096
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;UNIVERSITÁRIO/SÃO ROQUE;Categorias:Imóveis;BENTO GONÇALVES / RS;-;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97 - Bento Gonçalves/RS.   1) Bairro Universitário. Viela Luís Arioli, nº 42. Galpão. Áreas totais:terr. 1.440,00m² e construção 603,22m². Matr. 24.201 do RI local.  Obs.: Consta no R. 2 da referida matrícula, servidão de passagem.  Ocupado (AF)     2)Bairro São Roque. Rua Pedro Munari, nº 217, esq. com a Rua  Eugênio Pasqualotto (lt's 118, 119 e 120 da qd. H). Parque  Residencial Morada da Serra. Casa. Áreas totais: terr. 1.230,00m² e  constr. 550,51m². Matr. 47.860 do RI local. Obs.: Ocupado (AF).  	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 3.236.710,71 2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 1.758.000,00 (caso  não seja arrematado no 1º leilão).";1) VIELA LUÍS ARIOLI, Nº 42/ 2) SÃO ROQUE. RUA PEDRO MUNARI, Nº;À vista;R$ 3.236.710,71;R$  3.236.711;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: 1) VIELA LUÍS ARIOLI, Nº 42/ 2) SÃO ROQUE. RUA PEDRO MUNARI, Nº;Lote:003 - (24092);-;-;Galpão e Casa;15097 - 003 - Galpão e Casa - UNIVERSITÁRIO/SÃO ROQUE - BENTO GONÇALVES - RS;http://www.sodresantoro.com.br/leilao/15097/lote/1774392/segmento/imoveis/pagina/2/;24092
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;COPACABANA;Categorias:Imóveis;RIO DE JANEIRO / RJ;-;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97 - Rio de Janeiro/RJ. Bairro  Copacabana. Rua Maestro Francisco Braga, nº 184. Ap. 106. Área  terreno 360m². Matr. 67.417 do 5º RI local. Obs.: O Vendedorprovidenciará, sem prazo determinado, a baixa da Ação de Execução  constante na Av. 7 da citada matrícula. Ocupada (AF).     	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 494.747,68 2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 357.233,14 (caso  não seja arrematado no 1º leilão).";RUA MAESTRO FRANCISCO BRAGA, Nº 184. AP. 106;À vista;R$ 494.747,68;R$  494.748;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RUA MAESTRO FRANCISCO BRAGA, Nº 184. AP. 106;Lote:004 - (24095);-;360 m²;Apartamento;15097 - 004 - Apartamento - COPACABANA - RIO DE JANEIRO - RJ;http://www.sodresantoro.com.br/leilao/15097/lote/1775287/segmento/imoveis/pagina/2/;24095
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
